Stackers,Operation (days/wk),Tours/Day,Routine Servicing (hrs/yr),Repair (hrs/yr),Routine Servicing + Repair Time (hrs/yr),Nonproductive Time (hrs/yr),Total Servicing (hrs/yr),Operational Maintenance (hrs/yr),Total (hrs/yr)
270,7,2,1689.74,506.922,2196.662,219.6662,2416.3282,934.26,3350.5882
286,7,2,1706.48,511.944,2218.424,221.8424,2440.2664,934.26,3374.5264
302,7,2,1723.16,516.948,2240.108,224.0108,2464.1188,934.26,3398.3788
110,7,3,1504.26,451.278,1955.538,195.5538,2151.0918,1401.39,3552.4818
126,7,3,1527.16,458.148,1985.308,198.5308,2183.8388,1401.39,3585.2288
142,7,3,1543.84,463.152,2006.992,200.6992,2207.6912,1401.39,3609.0812
158,7,3,1560.85,468.255,2029.105,202.9105,2232.0155,1401.39,3633.4055
174,7,3,1577.29,473.187,2050.477,205.0477,2255.5247,1401.39,3656.9147
190,7,3,1600.24,480.072,2080.312,208.0312,2288.3432,1401.39,3689.7332
206,7,3,1616.92,485.076,2101.996,210.1996,2312.1956,1401.39,3713.5856
222,7,3,1633.68,490.104,2123.784,212.3784,2336.1624,1401.39,3737.5524
238,7,3,1646.05,493.815,2139.865,213.9865,2353.8515,1401.39,3755.2415
254,7,3,1673.05,501.915,2174.965,217.4965,2392.4615,1401.39,3793.8515
270,7,3,1689.74,506.922,2196.662,219.6662,2416.3282,1401.39,3817.7182
286,7,3,1706.48,511.944,2218.424,221.8424,2440.2664,1401.39,3841.6564
302,7,3,1723.16,516.948,2240.108,224.0108,2464.1188,1401.39,3865.5088
